Location,UNIXTimestamp,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm,UV index,Uitbarsting gemeten,Giftigheid vrijgekomen stoffen,LocationKoppenGeigerClassification,Seismische Activiteit,Terrein,Ondergrond
G10,1687944253.8461537,8.914597746778501,1014.7143779621986,15.06297499712904,177.35108837943187,72.28065500662633,49.12262002650531,2.685099790799158,4.038461538461538,0.15384615384615385,0.06708550284884775,Csc,"(1, 4)",Bergen,Kalksteen
G11,1687944253.8461537,27.910190283640045,1014.7725800853411,15.478811724339762,181.30560479173116,94.88980914624238,74.66942743872715,3.846553526904747,3.8461538461538463,0.21153846153846154,0.078115260986153,Am,"(1, 1)",Woestijnen,Veen
G12,1687944253.8461537,28.435188982729553,1013.4260844434726,14.1310811248095,204.08228066360215,94.38429607677541,73.15288823032621,3.790562647611917,3.2884615384615383,0.17307692307692307,0.08543444076078749,Af,"(1, 1)",Tropisch regenwoud,Kalksteen
G13,1687944253.8461537,9.80186434836999,1013.4974983275287,14.577560086782196,183.6560066214089,71.72509832133423,46.90039328533692,2.9323048717509823,3.75,0.23076923076923078,0.09064212856055964,Cfa,"(1, 1)",Woestijnen,Leem
G14,1687944253.8461537,9.126882300219703,1015.1703711809848,14.110673549606975,187.0429142215774,72.10911766495568,48.43647065982269,2.8552744936243246,2.6153846153846154,0.25,0.09755102162210251,Csb,"(1, 1)",Bergen,Leem
G15,1687944253.8461537,27.70932638748462,1013.7310314289344,15.792929093654571,186.83142109983544,96.19547993205742,78.58643979617224,4.036987772348162,3.1538461538461537,0.19230769230769232,0.05295564772865403,Aw,"(3, 1)",Toendra,Veen
G16,1687944253.8461537,27.649855374086407,1013.4867489005617,15.320459256706652,180.03029418825247,94.29339772516818,72.88019317550456,3.498342693865514,3.230769230769231,0.1346153846153846,0.052971709706554515,Af,"(2, 3)",Vlaktes,Veen
G17,1687944253.8461537,27.84520128947205,1013.4117476117704,14.796140473773944,209.1792594966344,94.03920252994877,72.1176075898463,3.503005850723293,3.0,0.15384615384615385,0.052185485771434545,Am,"(1, 3)",Bergen,Basalt
G18,1687944253.8461537,27.874664602067696,1015.225255887147,16.65276835392406,174.71610787247795,94.18687594524641,72.56062783573921,3.533129170016347,3.0961538461538463,0.11538461538461539,0.035847251865308544,Am,"(4, 1)",Bergen,Silt
G19,1687944253.8461537,-12.379410886876867,1015.3259237594925,14.01012834199212,179.25453481953204,47.34457097270595,36.72285486352973,1.6155166899471605,3.1153846153846154,0.17307692307692307,0.08904935365662156,Dfc,"(1, 1)",Heuvels,Silt
G20,1687944253.8461537,-12.230702996184732,1014.7638609588237,15.015307099581962,191.75860158032202,47.36245153662544,36.8122576831272,1.3764286520975146,3.9038461538461537,0.19230769230769232,0.0801860063361774,ET,"(1, 1)",Steppes,Graniet
G21,1687944253.8461537,27.73367256968389,1015.0092129373463,14.811564602439791,190.95901750234918,94.48681378482694,73.46044135448085,3.4847878531049976,3.9038461538461537,0.21153846153846154,0.08512149796786043,Aw,"(1, 1)",Heuvels,Zand
G22,1687944253.8461537,-12.411447612921371,1016.3665719857751,15.068111903704837,155.59937313662888,48.0106754545986,40.05337727299297,1.6047807659474986,3.6346153846153846,0.25,0.07952374764390101,Dfb,"(1, 2)",Moerassen,Kalksteen
G23,1687944253.8461537,11.067791293533277,1014.2754025790243,16.720893839813638,167.255591011799,72.65842243842287,50.63368975369151,2.9901996184232758,2.826923076923077,0.21153846153846154,0.08640770207624143,Csc,"(1, 1)",Savanne,Basalt
G24,1687944253.8461537,28.484011520388773,1014.5510861416434,14.463077995554583,193.95694233901924,94.51665116388719,73.54995349166154,3.2018919699474853,2.5,0.15384615384615385,0.053026777831823094,Am,"(2, 2)",Savanne,Graniet
G25,1687944253.8461537,9.50112469556966,1014.6861019934939,14.528828125337615,188.60806119703562,73.14838197587291,52.59352790349162,3.382521185022035,3.576923076923077,0.21153846153846154,0.06294276286982997,Csc,"(2, 3)",Tropisch regenwoud,Veen
G26,1687944253.8461537,-13.678217622806365,1016.0668205614475,15.270646834579091,212.61177271450973,47.5688169101934,37.844084550967004,1.5808074433968238,3.2115384615384617,0.3076923076923077,0.1253727113702083,Dfc,"(1, 1)",Bergen,Klei
G27,1687944253.8461537,-12.136410022787551,1016.2094706766843,14.042188941171313,176.64635003986888,48.97091950532091,44.85459752660452,1.7494362933201713,3.4423076923076925,0.09615384615384616,0.049447022758709,ET,"(4, 3)",Vlaktes,Leem
G28,1687944253.8461537,10.452977435542815,1014.8356749219062,14.270402620778604,185.25503298846522,71.75168659507436,47.00674638029742,3.3336165422109114,3.9423076923076925,0.28846153846153844,0.13278410811277636,Cfa,"(1, 1)",Tropisch regenwoud,Klei
G29,1687944253.8461537,28.58780367504592,1014.2208657713852,16.091698061700665,192.63672048774572,94.9175254668989,74.75257640069668,3.546528261490915,3.1923076923076925,0.21153846153846154,0.05528521977778512,Am,"(1, 1)",Moerassen,Klei
G30,1687944253.8461537,-14.331105945730846,1015.6858896485462,14.85131220492129,161.45163747264775,48.488095960293855,42.44047980146925,1.809888905114902,4.75,0.21153846153846154,0.08506315549132405,Dfc,"(1, 2)",Woestijnen,Silt
G31,1687944253.8461537,-12.227175140885256,1014.6479010144839,14.982470825047821,207.7459972828231,47.19300574994689,35.96502874973446,1.5245662295259959,2.826923076923077,0.23076923076923078,0.12030172230492465,Dfc,"(1, 1)",Savanne,Zand
G32,1687944253.8461537,-11.76217764784305,1015.569708069899,13.776715600322007,192.95431222167593,47.337911789100104,36.68955894550053,1.4542581692746803,3.6538461538461537,0.19230769230769232,0.06256785414855053,Dfb,"(2, 1)",Toendra,Graniet
G33,1687944253.8461537,9.927641717467536,1016.2998478143735,16.1204752917012,185.71065178026632,72.41298258278235,49.651930331129364,3.1633864703133248,3.2115384615384617,0.28846153846153844,0.08954825374407617,Cfa,"(10, 10)",Bergen,Kalksteen
G34,1687944253.8461537,28.518870109611036,1011.1321919091116,15.890352440741555,152.02246795102084,94.71989477231074,74.15968431693219,4.323903246110296,3.2115384615384617,0.2692307692307692,0.09807056152989765,Am,"(1, 2)",Toendra,Basalt
G35,1687944253.8461537,28.40345186584812,1013.6997543476633,15.999461229064249,174.61180659837535,94.94784988107084,74.84354964321247,3.6797542149632227,3.3076923076923075,0.1346153846153846,0.04491495450667468,Aw,"(1, 1)",Bergen,Silt
G36,1687944253.8461537,28.086869484867883,1013.4269511720032,12.878805499330097,191.91973203300552,95.8939469326929,77.68184079807868,4.3319326453603475,3.730769230769231,0.11538461538461539,0.06018876445918331,Af,"(6, 3)",Toendra,Klei
G37,1687944253.8461537,28.081750227866703,1013.9577044868699,14.94420868111061,174.16478535588234,94.75317140069873,74.25951420209618,4.002141618741798,3.3653846153846154,0.1346153846153846,0.04933093005564416,Af,"(1, 3)",Steppes,Graniet
G38,1687944253.8461537,-13.174251307584566,1017.4557324175626,13.938764514925255,175.47449672489498,47.40379762559738,37.0189881279869,1.409721083057401,3.3846153846153846,0.25,0.1385833776942984,Dfc,"(1, 1)",Moerassen,Graniet
G39,1687944253.8461537,8.602925519133859,1015.9285653593581,14.454737732895827,209.39877026314332,72.61776257630505,50.47105030522021,3.256848643266122,4.0,0.23076923076923078,0.10562729935612845,Cfb,"(1, 1)",Woestijnen,Kalksteen
G40,1687944253.8461537,27.258320536967066,1012.676255726355,13.021717681804194,190.88582672959845,96.34148109316968,79.02444327950899,3.7946374433394374,2.9615384615384617,0.19230769230769232,0.07934849837636779,Af,"(2, 3)",Savanne,Graniet
G41,1687944253.8461537,-10.348628927369068,1014.0130957426094,14.991604096461105,177.61823720949045,47.1962849939681,35.98142496984047,1.3492515991552485,3.1346153846153846,0.15384615384615385,0.06486211144845919,Dfc,"(1, 1)",Steppes,Leem
G42,1687944253.8461537,10.082604492703119,1014.2697652879802,14.72637229009844,183.59670249620785,71.9304947645082,47.721979058032765,2.8573194935246864,2.8076923076923075,0.19230769230769232,0.09355522808951758,Csb,"(3, 4)",Vlaktes,Veen
G43,1687944253.8461537,27.52496921785888,1012.9189693829342,14.77997771189924,189.9530498031739,95.75379130834139,77.26137392502417,3.600942555762742,2.9423076923076925,0.2692307692307692,0.1151175023921819,Aw,"(1, 1)",Tropisch regenwoud,Klei
G44,1687944253.8461537,27.941023399077217,1014.453083834429,15.164602166478861,173.37041026429876,94.19571835763446,72.58715507290336,3.4246567410591258,3.6923076923076925,0.21153846153846154,0.0646710854170342,Aw,"(1, 1)",Vlaktes,Graniet
G45,1687944253.8461537,9.606025335243528,1014.3435607784551,16.498078927167857,171.7394002292707,72.85269150888689,51.410766035547574,3.223132099314734,3.6923076923076925,0.21153846153846154,0.08408443427152776,Csb,"(3, 1)",Bergen,Veen
G46,1687944253.8461537,28.25205623154119,1014.2798783706486,14.78330762249905,171.65302829901717,93.83845312421957,71.51535937265872,3.5149583103535544,3.6153846153846154,0.23076923076923078,0.07921003941971187,Am,"(1, 1)",Vlaktes,Graniet
G47,1687944253.8461537,10.466045734582483,1011.2443510418109,14.128056845885624,199.9932907822303,72.2979723056254,49.19188922250156,3.232747384952464,3.5576923076923075,0.23076923076923078,0.1132993571607291,Csc,"(1, 1)",Woestijnen,Basalt
G48,1687944253.8461537,28.007278927223634,1014.4883310474173,15.74576479868634,196.10644253671578,95.50603706745412,76.51811120236233,4.117929259966986,2.8076923076923075,0.15384615384615385,0.05258366809932466,Am,"(1, 1)",Moerassen,Leem
G49,1687944253.8461537,9.611815023537835,1014.5983162804021,14.640952919120945,186.99467670637645,72.33805639035019,49.35222556140075,3.0115834606656526,3.8076923076923075,0.1346153846153846,0.05261522113669064,Cfb,"(1, 2)",Tropisch regenwoud,Basalt
G50,1687944253.8461537,9.501605505547987,1012.9564985495352,15.31585042627707,181.15069053776273,72.59118196113008,50.36472784452032,3.5463955840092187,3.173076923076923,0.21153846153846154,0.06512318841678491,Csc,"(1, 3)",Savanne,Graniet
H1,1687944253.8461537,9.733710632087103,1013.7610706316196,16.829136210704014,162.21934191856974,72.15418894289438,48.616755771577544,3.3377179605799565,3.1923076923076925,0.1346153846153846,0.026269066543440436,Csb,"(1, 1)",Tropisch regenwoud,Klei
H2,1687944253.8461537,-11.832597612975345,1015.6687302278699,14.436066433410852,192.10784449513693,46.9444526256215,34.72226312810749,1.4940466916375006,3.173076923076923,0.17307692307692307,0.08499235888819082,Dfb,"(10, 8)",Vlaktes,Silt
H3,1687944253.8461537,-13.186308690690328,1016.6424765694142,14.555486815446828,182.04684485440717,47.70097008525923,38.504850426296116,1.7369846441390053,3.923076923076923,0.1346153846153846,0.05430619316805718,ET,"(5, 4)",Moerassen,Zand
H4,1687944253.8461537,8.572008071023046,1012.7362264390647,15.42785296175689,180.81805711821374,71.87322649948277,47.49290599793109,2.6004833657968813,3.75,0.15384615384615385,0.061288270293703054,Csb,"(1, 1)",Steppes,Zand
H5,1687944253.8461537,-13.70665616826032,1015.7603093121154,16.010449814629403,191.21135281979252,48.27509700101265,41.37548500506325,1.7308834985287467,2.75,0.21153846153846154,0.06277356380979346,Dfb,"(1, 1)",Toendra,Basalt
H6,1687944253.8461537,-12.37704472027866,1016.7447273005699,14.758169808066324,165.92347012035665,48.065808156000955,40.32904078000478,1.6928483082658992,2.7884615384615383,0.21153846153846154,0.07991747432403769,Dfc,"(2, 1)",Tropisch regenwoud,Leem
H7,1687944253.8461537,-12.336817107901611,1015.2572932220402,15.37835628720627,182.34320567488948,48.740121773402606,43.700608867012996,1.9593925019795682,2.3461538461538463,0.1346153846153846,0.05778083146030961,Dfb,"(6, 9)",Moerassen,Kalksteen
H8,1687944253.8461537,9.524759378498844,1012.8863958426978,14.705086534401794,183.64883116858812,72.68693935119718,50.747757404788736,2.9613790559850846,3.519230769230769,0.25,0.09199742870353218,Csc,"(1, 2)",Savanne,Kalksteen
H9,1687944253.8461537,10.507227915462671,1013.6704302029791,14.911220738109972,168.91856936180986,73.72698555278686,54.90794221114742,3.906171372626372,2.5,0.23076923076923078,0.08531463761707835,Cfb,"(1, 1)",Heuvels,Klei
H10,1687944253.8461537,9.604843188058748,1013.3518238857248,14.885860311062013,154.65003059495754,72.26794574773685,49.0717829909474,2.9344476834184077,4.153846153846154,0.15384615384615385,0.06674349143836493,Cfa,"(1, 1)",Tropisch regenwoud,Kalksteen
H11,1687944253.8461537,-14.71976831173055,1017.1852478833043,14.25159786980094,187.84663765813872,48.39409859347144,41.97049296735723,1.6388802423918705,3.6538461538461537,0.25,0.1051505736453832,Dfc,"(1, 1)",Steppes,Basalt
H12,1687944253.8461537,10.482950376798161,1014.0339469247101,14.684439333410758,174.53824076377305,72.92752087161628,51.71008348646513,3.4449622876263812,3.0384615384615383,0.2692307692307692,0.10197708325450791,Csc,"(1, 1)",Steppes,Basalt
H13,1687944253.8461537,8.469569155307276,1014.5670013769554,14.701827016159701,175.96405843614926,72.3552246315818,49.42089852632719,3.182762835878027,2.480769230769231,0.23076923076923078,0.08331032541087617,Cfb,"(2, 1)",Woestijnen,Basalt
H14,1687944253.8461537,28.105982665598255,1013.8993038932606,14.490413665524859,185.75614677318976,95.2122467321951,75.6367401965853,4.224482409689573,3.019230769230769,0.09615384615384616,0.026263213374891,Af,"(1, 1)",Woestijnen,Leem
H15,1687944253.8461537,-12.818826383213072,1013.6562070753456,15.038935604715686,185.09365151851566,48.359894212490005,41.799471062450024,1.744339339269903,3.076923076923077,0.17307692307692307,0.04340708751184424,Dfb,"(1, 1)",Vlaktes,Zand
H16,1687944253.8461537,-12.017254943524629,1017.1009327853286,15.047048492148232,191.1674230809883,48.30510793893589,41.52553969467946,1.8531978314097726,2.923076923076923,0.25,0.08347330174720138,Dfc,"(3, 3)",Toendra,Basalt
H17,1687944253.8461537,10.755724624330124,1013.0384777359753,16.16300801237625,167.1731353096781,73.37719139480743,53.50876557922971,3.2160885156433827,3.1346153846153846,0.23076923076923078,0.07578667841115062,Cfb,"(4, 3)",Bergen,Basalt
H18,1687944253.8461537,-13.080531468825852,1016.6090449133317,13.848286946525489,195.438995028618,48.38721230682276,41.936061534113826,1.7290360408697605,3.1923076923076925,0.23076923076923078,0.10214381476176335,Dfc,"(1, 3)",Heuvels,Zand
H19,1687944253.8461537,-13.22553721791547,1016.3683342623607,14.324030447829312,191.5067295720282,47.6730981711781,38.365490855890485,1.541538641514578,2.3076923076923075,0.17307692307692307,0.0712046993372153,ET,"(1, 1)",Savanne,Zand
H20,1687944253.8461537,-12.344670808939306,1013.9703830906299,14.293702866509829,200.37034054862363,47.24814950009897,36.24074750049481,1.5791825743760843,3.9423076923076925,0.19230769230769232,0.0991523637706839,ET,"(4, 3)",Toendra,Basalt
H21,1687944253.8461537,-12.19891619769348,1016.3546170911461,14.94570131590578,190.565176447278,48.1532462675067,40.76623133753351,1.652993108103782,4.365384615384615,0.23076923076923078,0.06682813083497413,ET,"(1, 1)",Steppes,Klei
H22,1687944253.8461537,28.284925849280285,1014.1357499925608,15.316841253794879,155.801179244726,94.18777935267875,72.56333805803628,3.6330644904528167,4.134615384615385,0.19230769230769232,0.06002152028024266,Af,"(6, 6)",Bergen,Silt
H23,1687944253.8461537,27.664863408541823,1012.7694941894458,15.715559447763185,185.48706302762545,94.04116571293466,72.12349713880397,3.06480016841581,2.4423076923076925,0.21153846153846154,0.1000900361039029,Aw,"(1, 1)",Savanne,Zand
H24,1687944253.8461537,-13.341189192573252,1015.8960048587644,13.98598362676093,192.07872507850774,46.72458791138308,33.62293955691541,1.4347156915875823,2.6538461538461537,0.15384615384615385,0.08575522118282979,ET,"(1, 1)",Tropisch regenwoud,Leem
H25,1687944253.8461537,8.935802270627953,1015.0272081505423,14.903036077813782,169.81478442319425,72.28624739602358,49.14498958409432,3.1893214567145836,3.0961538461538463,0.23076923076923078,0.09475850602926388,Cfa,"(1, 2)",Heuvels,Zand
H26,1687944253.8461537,8.61031000769245,1014.1050287708215,13.462518842716289,180.25717781635464,73.53704308516197,54.14817234064789,3.64714741010322,3.25,0.17307692307692307,0.07562204308234467,Cfa,"(1, 1)",Steppes,Veen
H27,1687944253.8461537,9.801107472319519,1014.9953920415384,14.682353414276012,190.0399110438314,71.76346749468215,47.05386997872861,2.5066667671581424,4.1923076923076925,0.21153846153846154,0.09109432903225304,Cfa,"(1, 1)",Toendra,Basalt
H28,1687944253.8461537,10.240812606437023,1014.5950556539602,15.105459117873862,175.86888394081933,72.11809300280173,48.472372011206886,3.4524283918163836,2.9615384615384617,0.3076923076923077,0.11342971607159368,Cfb,"(1, 1)",Vlaktes,Veen
H29,1687944253.8461537,27.908987272574475,1013.8017191719645,14.704186828534395,185.41422557983668,94.34024908564486,73.02074725693456,3.595487315142117,3.3076923076923075,0.15384615384615385,0.05827175595587987,Af,"(7, 5)",Bergen,Silt
H30,1687944253.8461537,8.34140528981276,1017.0483689903302,14.859785125277897,204.39979634259726,72.59147539048551,50.365901561942046,2.7538272552194742,3.3461538461538463,0.17307692307692307,0.05503913398936859,Csb,"(1, 3)",Vlaktes,Zand
H31,1687944253.8461537,28.032142837488855,1013.7850577605362,14.65455931820578,188.23616656865897,95.50740036600627,76.5222010980188,3.6779915238634406,3.3076923076923075,0.21153846153846154,0.0742495429857152,Aw,"(10, 8)",Vlaktes,Veen
H32,1687944253.8461537,-12.614387344404538,1015.7036291041348,14.83308820824029,174.28610621689262,47.61771957657519,38.08859788287595,1.62863546744748,3.769230769230769,0.25,0.07775535380959905,Dfc,"(1, 1)",Steppes,Zand
H33,1687944253.8461537,11.258396309756233,1012.9873808794381,15.64811177962572,156.37220193923113,72.64262489011391,50.57049956045562,3.168499206520368,3.7884615384615383,0.23076923076923078,0.11103515148849552,Csc,"(1, 1)",Bergen,Klei
H34,1687944253.8461537,28.393155176492655,1013.9591409929594,14.882249196635742,168.5875741516831,95.20379459165557,75.61138377496671,3.9308399737052833,3.480769230769231,0.25,0.09736211818742388,Aw,"(1, 2)",Woestijnen,Silt
H35,1687944253.8461537,10.174846312691102,1016.1791189952775,14.874745747554062,185.3727911897692,72.93797008791174,51.751880351646975,3.1888774429808304,3.326923076923077,0.07692307692307693,0.024286095156505722,Csc,"(1, 3)",Tropisch regenwoud,Leem
H36,1687944253.8461537,8.94866234724432,1013.197942705463,16.244471700778192,168.07098219563613,72.54287307640126,50.17149230560506,3.664425937204782,3.75,0.25,0.08453925957164941,Cfb,"(1, 1)",Tropisch regenwoud,Silt
H37,1687944253.8461537,27.286634835519013,1015.4106784179114,15.730167674791893,188.87517394329143,95.5552933252738,76.66587997582143,3.920327042117054,3.3846153846153846,0.17307692307692307,0.060227216204552146,Am,"(1, 1)",Toendra,Silt
H38,1687944253.8461537,-11.868556762862843,1016.3495080438602,15.703035864143684,199.8595120891334,49.05309997325651,45.265499866282546,1.9920504575496298,3.3076923076923075,0.19230769230769232,0.07526537710818657,ET,"(1, 1)",Woestijnen,Kalksteen
H39,1687944253.8461537,11.239807018556833,1012.8566486121016,14.754442511458652,154.3787894417193,73.34028340524046,53.36113362096179,4.037933606221738,4.596153846153846,0.19230769230769232,0.07594559345623343,Csc,"(1, 2)",Heuvels,Silt
H40,1687944253.8461537,-13.836959579998089,1017.1558251244167,15.983835656244443,176.64123314413334,47.88443880200826,39.4221940100413,1.5138641724602282,3.0384615384615383,0.28846153846153844,0.09148315097986684,Dfc,"(10, 8)",Savanne,Basalt
H41,1687944253.8461537,28.263340666288837,1012.34916103412,14.571792906193938,177.7405899378797,95.23322022765045,75.69966068295135,3.7921986572123996,2.826923076923077,0.21153846153846154,0.07548082984475914,Af,"(1, 3)",Bergen,Silt
H42,1687944253.8461537,9.433723323040754,1013.855742708476,13.021161716571074,172.5883011027031,72.62993918846284,50.519756753851375,3.1305639619222276,2.9038461538461537,0.21153846153846154,0.11212113498088025,Cfb,"(1, 1)",Moerassen,Zand
H43,1687944253.8461537,10.066146761859395,1015.9980159505824,14.699703546515227,161.88540389631936,73.01780729503184,52.071229180127375,3.2990592794750047,4.019230769230769,0.3076923076923077,0.10246766046540394,Csb,"(1, 1)",Bergen,Veen
H44,1687944253.8461537,-13.179727420520456,1016.3157006699263,14.240298281921465,161.2579086508558,47.43389761918141,37.16948809590704,1.2978091992505099,2.8076923076923075,0.25,0.13283796627186947,Dfc,"(1, 1)",Vlaktes,Leem
H45,1687944253.8461537,-12.72528805340381,1015.2707617961787,16.68617760188121,184.7419130926249,48.06400840966858,40.32004204834293,1.6071528597720324,4.25,0.15384615384615385,0.04642839078306039,Dfb,"(1, 3)",Moerassen,Klei
H46,1687944253.8461537,-12.407701791007206,1017.1682189638212,15.730627014002117,199.45187420667065,47.2194283158157,36.0971415790785,1.714016753407668,3.423076923076923,0.17307692307692307,0.08016044514618713,Dfb,"(1, 1)",Savanne,Basalt
H47,1687944253.8461537,-11.311387406892212,1016.1947950070085,15.596072470833557,179.03073857395447,48.00122809034564,40.0061404517282,1.5817106365891052,2.6153846153846154,0.17307692307692307,0.06394780616634516,Dfc,"(1, 1)",Bergen,Silt
H48,1687944253.8461537,27.71609841611597,1014.0243680174237,15.117490402789162,174.41041869575537,93.83424870897065,71.50274612691193,3.324845531301811,3.0384615384615383,0.15384615384615385,0.04302971533807412,Aw,"(1, 2)",Steppes,Basalt
H49,1687944253.8461537,-13.427027018372563,1013.235262769383,14.173652636844553,151.90134410903042,47.687841862707415,38.439209313537056,1.293438932094862,3.3461538461538463,0.21153846153846154,0.0752871692578587,Dfc,"(1, 1)",Moerassen,Leem
H50,1687944253.8461537,10.425244260921614,1014.6523892786018,13.924945783079723,161.62536451835948,73.30824644082098,53.23298576328393,2.988691081410283,2.9423076923076925,0.21153846153846154,0.10045581325809207,Csb,"(1, 1)",Moerassen,Silt
I1,1687944253.8461537,28.55095169042098,1012.8884026049725,17.391248160834277,165.65978480804267,96.22075847484487,78.66227542453463,4.191726228684904,3.6153846153846154,0.11538461538461539,0.04608751350119226,Af,"(1, 3)",Savanne,Graniet
I2,1687944253.8461537,-11.69414142893169,1015.2747572951428,15.76582593506633,165.73829631412167,48.27880818885732,41.394040944286566,1.750865559883019,3.3076923076923075,0.21153846153846154,0.0865877550366434,Dfc,"(1, 1)",Vlaktes,Kalksteen
I3,1687944253.8461537,10.022106901748678,1015.2803661974172,14.738813360686574,189.63470797337303,73.03596086702265,52.14384346809064,3.0019257426669252,2.9615384615384617,0.19230769230769232,0.08133922724159041,Cfa,"(1, 1)",Savanne,Graniet
I4,1687944253.8461537,12.295704679188766,1015.6388532284705,16.593622213140833,190.8394642652464,72.74956323979806,50.998252959192264,3.4295325483165695,3.0,0.09615384615384616,0.01758906893701074,Csc,"(1, 1)",Steppes,Leem
I5,1687944253.8461537,-12.110435930488798,1016.3355938106859,14.298448524956296,212.32991788840943,47.84976812990307,39.248840649515365,1.6630832344681534,3.2115384615384617,0.17307692307692307,0.0805846581224189,ET,"(1, 1)",Moerassen,Veen
I6,1687944253.8461537,9.461267806486322,1014.9122660267666,13.426730052474154,187.80540737112278,72.50055616986955,50.00222467947821,3.104101987431141,3.826923076923077,0.15384615384615385,0.07680542161529798,Cfa,"(1, 1)",Vlaktes,Veen
I7,1687944253.8461537,10.44581847024969,1013.4030415426646,15.209038153387512,178.48577861263408,72.28155402122323,49.12621608489291,2.9805019829533133,3.4615384615384617,0.15384615384615385,0.05415493627695018,Cfb,"(1, 3)",Toendra,Veen
I8,1687944253.8461537,10.686835315456555,1014.7422456723988,14.798715316223443,201.3166562395516,72.1551346258744,48.62053850349756,3.012390146165235,2.980769230769231,0.23076923076923078,0.10653013034277475,Csb,"(1, 1)",Bergen,Leem
I9,1687944253.8461537,27.77681301379892,1014.4367053207772,13.42234041899409,188.29684056909443,95.4227212189757,76.26816365692707,3.8617128252582233,3.2884615384615383,0.21153846153846154,0.09491821094239403,Af,"(1, 1)",Heuvels,Graniet
I10,1687944253.8461537,27.166542883103304,1013.1465006741764,14.903511647033328,185.68423052000242,95.1248542977577,75.37456289327308,3.6790816689280224,3.076923076923077,0.25,0.08639081162761214,Af,"(1, 3)",Tropisch regenwoud,Kalksteen
I11,1687944253.8461537,-11.785819810786425,1016.892242786833,14.442159405068988,176.2554163899963,47.74907099089174,38.74535495445867,1.2136821954954282,3.8076923076923075,0.19230769230769232,0.05915924000303051,ET,"(1, 2)",Steppes,Graniet
I12,1687944253.8461537,10.02612288996326,1014.0917586691077,15.233550243213973,191.39281844557803,74.14112336801834,56.56449347207336,3.1652126230756576,4.038461538461538,0.17307692307692307,0.07784329901208141,Cfb,"(4, 4)",Bergen,Kalksteen
I13,1687944253.8461537,-10.94978548520202,1016.2816229990583,14.705703634741083,160.18903915228324,48.25808733454542,41.29043667272711,1.682052973867033,2.5961538461538463,0.21153846153846154,0.0976868144552692,Dfc,"(1, 2)",Moerassen,Leem
I14,1687944253.8461537,9.246240209670578,1014.2899339807749,15.368824831260419,177.3284715511133,71.26597215640513,45.063888625620535,3.007954378567365,3.576923076923077,0.25,0.09457004523413864,Cfb,"(1, 2)",Heuvels,Silt
I15,1687944253.8461537,28.062269336596483,1012.7367091061603,15.30457403035292,195.0684920295357,94.48802471551406,73.4640741465422,3.8082345481005837,3.769230769230769,0.17307692307692307,0.052016444032117165,Am,"(1, 1)",Moerassen,Basalt
I16,1687944253.8461537,9.846349413458857,1014.6949072690891,15.544012696085609,176.8993095860223,72.7766424227682,51.10656969107279,2.825447747183725,3.423076923076923,0.28846153846153844,0.10462642401550798,Cfb,"(1, 1)",Toendra,Kalksteen
I17,1687944253.8461537,27.975669863779046,1016.2145931410461,15.731906109411016,179.389579987881,95.44251298979792,76.32753896939374,3.586495421387594,2.5576923076923075,0.3269230769230769,0.12932016289109766,Af,"(1, 2)",Moerassen,Veen
I18,1687944253.8461537,28.577581068325664,1015.4347286528885,15.277904316977985,139.27544560053332,96.04931525049027,78.14794575147081,4.028586233720497,2.5384615384615383,0.28846153846153844,0.14039897242785673,Af,"(1, 1)",Toendra,Silt
I19,1687944253.8461537,10.441463452730941,1016.5003289163434,15.654019528391796,152.53019207969683,72.36327066707713,49.45308266830854,3.4840761850572957,2.9423076923076925,0.28846153846153844,0.08905789519871238,Cfa,"(1, 1)",Moerassen,Graniet
I20,1687944253.8461537,28.51381521296762,1015.3422094350954,15.420764201529895,173.49943976364472,94.57564454508898,73.72693363526695,4.251341798162398,2.9615384615384617,0.34615384615384615,0.13132163595580565,Af,"(1, 1)",Tropisch regenwoud,Graniet
I21,1687944253.8461537,27.703718846307705,1011.5753632544979,16.04119771308708,170.69062288074554,95.3240994223477,75.97229826704314,4.073188163217731,3.2884615384615383,0.17307692307692307,0.06745869038755269,Am,"(1, 1)",Vlaktes,Kalksteen
I22,1687944253.8461537,28.897226612962893,1011.9200126072724,14.506317679342756,179.72923868174774,95.37788147447692,76.13364442343075,3.419031895960224,2.9038461538461537,0.28846153846153844,0.10729775942848406,Am,"(1, 1)",Heuvels,Veen
I23,1687944253.8461537,9.311932529042066,1016.8418112916513,14.827418894518633,166.5647153757947,72.19360484837918,48.774419393516716,2.894641455326519,3.25,0.17307692307692307,0.0647193024414959,Csc,"(1, 1)",Toendra,Klei
I24,1687944253.8461537,9.333412544957309,1015.9318022687987,14.850903445257043,172.27578304589517,72.40193297688725,49.607731907549024,2.6281891052201507,3.0961538461538463,0.17307692307692307,0.06386339852667777,Csc,"(1, 1)",Heuvels,Zand
I25,1687944253.8461537,27.94719545685844,1014.9517820941591,16.106397460775437,173.44425264159943,94.80482253745376,74.4144676123613,4.021963006043233,3.1923076923076925,0.21153846153846154,0.08760101489992882,Af,"(1, 1)",Moerassen,Silt
