UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm,Seismische Activiteit,UV index,Terrein,Ondergrond,Uitbarsting gemeten,Giftigheid vrijgekomen stoffen
1690664400,D23,Am,24.616193444561862,1006.7336515784796,11.122934090563026,38.55215820074627,91.89914426295483,65.69743278886449,4.129404471617161,"(1, 1)",1,Tropisch regenwoud,Basalt,0,0.0
1696712400,D23,Am,26.779122992784444,1013.3558464765813,21.70645195262098,261.59113012780836,99.03497369093537,87.10492107280612,2.192034852908117,"(1, 1)",8,Tropisch regenwoud,Basalt,0,0.0
1702764000,D23,Am,24.1594149645689,999.9637880526274,13.795093804902523,243.2361104613801,91.99231375510881,65.97694126532642,1.759005768757777,"(1, 1)",13,Tropisch regenwoud,Basalt,0,0.0
1672524000,D24,Cfb,4.342302785804066,1027.522792939566,20.575071156883595,210.29617959959148,73.79858202059525,55.194328082381,0.39448276977051966,"(1, 4)",13,Vlaktes,Veen,0,0.0
1678572000,D24,Cfb,14.210355535371168,1020.5111309753281,14.852480518311861,4.436683581190577,75.18389459660219,60.73557838640876,3.761843628448261,"(1, 1)",9,Vlaktes,Veen,0,0.0
1684616400,D24,Cfb,29.148391487566908,1021.6045072646848,8.356506883003746,246.12908807460485,67.49460582140432,29.97842328561729,0.18779534409488224,"(3, 2)",2,Vlaktes,Veen,0,0.0
1690664400,D24,Cfb,-0.3214488716718682,1000.9950241204764,18.16932143889156,248.30983571608024,72.30773976092043,49.230959043681715,5.18075099566514,"(1, 2)",1,Vlaktes,Veen,1,0.27322714244433755
1696712400,D24,Cfb,-1.3714960473121955,1027.4203597862734,11.179407095701798,196.6250723427526,68.5403913852546,34.161565541018405,3.557649766576735,"(1, 2)",1,Vlaktes,Veen,0,0.0
1702764000,D24,Cfb,3.6501185681992814,1028.035275451517,20.84060940940916,127.27242293250703,79.2147233005384,76.85889320215358,3.4507313266586848,"(5, 4)",6,Vlaktes,Veen,0,0.0
1672524000,D25,Csc,18.638390569704157,1004.4030565176749,12.60707148586363,113.65757573279491,65.14895199672532,20.59580798690124,2.524151890007394,"(1, 1)",9,Savanne,Kalksteen,0,0.0
1678572000,D25,Csc,23.50147682576909,1010.9781721083878,14.720637426451521,327.24309085506604,69.66419202825399,38.656768113015985,3.1048410929517063,"(1, 1)",2,Savanne,Kalksteen,0,0.0
1684616400,D25,Csc,24.760954017077545,1006.4666943343329,12.884779493546333,197.7914609785889,73.7950203732112,55.18008149284479,2.9607691750102996,"(1, 1)",13,Savanne,Kalksteen,0,0.0
1690664400,D25,Csc,11.648050545819263,1020.8204441077107,17.926712628851167,121.3005930737112,77.98698056288109,71.94792225152432,0.7779227772731935,"(1, 1)",1,Savanne,Kalksteen,0,0.0
1696712400,D25,Csc,-13.873244689188638,1010.9710116558401,10.971208801765215,312.9227523718843,71.99899469491764,47.99597877967055,1.5409981943118214,"(2, 2)",3,Savanne,Kalksteen,0,0.0
1702764000,D25,Csc,11.52503474666526,1013.9358121544088,14.750489224088202,189.7280895979118,79.44703508861066,77.78814035444266,6.294363711789547,"(3, 2)",2,Savanne,Kalksteen,0,0.0
1672524000,D26,Am,26.704516504732,1009.6667279829563,14.794101712608072,104.07708605895486,90.96015286200438,62.88045858601315,4.092408102180998,"(1, 1)",1,Toendra,Zand,0,0.0
1678572000,D26,Am,28.492264092373688,1005.6726016148175,11.456388683408516,283.0389542062743,90.39937189946819,61.19811569840458,2.0227125137775883,"(3, 1)",1,Toendra,Zand,0,0.0
1684616400,D26,Am,27.526360356821968,1015.2515958128405,16.225023404032488,293.7150206261146,97.24657490639567,81.73972471918701,7.269864672415363,"(1, 1)",1,Toendra,Zand,1,0.3509990638387005
1690664400,D26,Am,30.034240707373606,999.2865940836621,16.19792640968037,24.523633503382854,102.33835675293415,97.01507025880247,6.742898733546489,"(1, 1)",5,Toendra,Zand,0,0.0
1696712400,D26,Am,24.699130912824103,999.8505709338747,9.1844399387825,193.09256836548695,97.05199136627654,81.15597409882963,5.429176466465089,"(1, 1)",1,Toendra,Zand,0,0.0
1702764000,D26,Am,29.581832224801637,1025.835530537358,10.422039113903372,67.07767973455495,100.79820554254326,92.39461662762977,7.532254119022337,"(1, 1)",1,Toendra,Zand,0,0.0
1672524000,D27,Af,27.642482580235633,1013.291001866203,6.824145837982504,307.5173451942794,87.03126997459404,51.09380992378213,4.363015917511793,"(10, 9)",1,Toendra,Klei,1,0.7270341664806997
1678572000,D27,Af,32.297166686310305,1011.6060595077529,8.089138375538072,339.61750609874383,89.8367697667464,59.510309300239214,5.241708921977051,"(1, 2)",1,Toendra,Klei,0,0.0
1684616400,D27,Af,32.477588775293455,999.5557178119454,19.581293604819713,304.22918948339844,89.61006323952182,58.83018971856547,3.0508068627122196,"(1, 1)",7,Toendra,Klei,1,0.21674825580721147
1690664400,D27,Af,23.170611389151915,1018.275178257419,9.426368281692383,112.26998265166029,89.69442204446521,59.08326613339565,3.6227814295860643,"(1, 1)",6,Toendra,Klei,0,0.0
1696712400,D27,Af,23.39969970044265,1015.4575714562648,18.86154501570899,46.16272145753457,89.76000868016841,59.28002604050522,3.657105179167443,"(1, 1)",1,Toendra,Klei,0,0.0
1702764000,D27,Af,27.99430331050742,1005.4784987730937,19.23585389926663,108.38043257519098,101.27517671806159,93.82553015418475,6.767981837327526,"(2, 1)",2,Toendra,Klei,1,0.2305658440293348
1672524000,D28,ET,-14.682502896072032,1013.4636342001063,5.032526289646604,355.42871691668796,51.97016183595751,59.85080917978758,4.529764587021206,"(1, 4)",7,Vlaktes,Basalt,0,0.0
1678572000,D28,ET,-5.924559764382732,1004.9637961522756,15.960881380798536,167.58152279491873,50.84672847541045,54.233642377052256,2.1634775201167686,"(1, 1)",2,Vlaktes,Basalt,0,0.0
1684616400,D28,ET,-4.875397909748857,1029.8394690766957,14.350307859171934,161.01433368708817,53.74574460154923,68.72872300774614,1.791055480706216,"(5, 4)",1,Vlaktes,Basalt,0,0.0
1690664400,D28,ET,-26.995709789279726,1020.0193075780918,22.709120682188065,144.2744724335301,49.42235771535054,47.11178857675271,0.9294082649449675,"(10, 12)",1,Vlaktes,Basalt,1,0.09163517271247741
1696712400,D28,ET,-23.089760304941905,1014.5450132484166,13.249353583987851,240.74924460056482,47.33058499888115,36.652924994405765,2.80313599054423,"(1, 1)",1,Vlaktes,Basalt,0,0.0
1702764000,D28,ET,-24.58427535897613,1021.8698660407485,6.7925469033071035,126.88589920108114,52.38280328919821,61.914016445991024,2.2523717403563186,"(7, 7)",8,Vlaktes,Basalt,0,0.0
1672524000,D29,Csb,18.904379997506602,1005.4706072638992,5.010868845568883,84.03311168618986,66.60514644304322,26.420585772172892,0.3345154267399126,"(1, 2)",1,Tropisch regenwoud,Basalt,1,0.7995652461772447
1678572000,D29,Csb,23.31572176293042,1000.9705719214942,23.927376904829984,344.9738247075462,69.67514372692392,38.700574907695675,2.7942228170241474,"(1, 1)",6,Tropisch regenwoud,Basalt,1,0.04290492380680064
1684616400,D29,Csb,14.21388670555091,1014.3597163865701,24.176963045892123,198.05716413024183,66.2817006459506,25.126802583802345,1.0150167927181886,"(2, 3)",1,Tropisch regenwoud,Basalt,0,0.0
1690664400,D29,Csb,8.50366292256091,1011.4839253163262,12.173200312520935,53.220602660743324,74.20324837987279,56.81299351949118,2.7186775723870773,"(6, 6)",1,Tropisch regenwoud,Basalt,1,0.5130719874991626
1696712400,D29,Csb,4.725808380109367,1007.4331620392336,7.713053665974794,128.71626057305704,70.64315910939764,42.57263643759055,1.736282286883571,"(1, 1)",1,Tropisch regenwoud,Basalt,1,0.6914778533610082
1702764000,D29,Csb,-1.1893578089773484,1021.8411434963268,22.018951618866673,131.3496393196721,77.66725669424638,70.66902677698552,5.656754424235885,"(1, 1)",1,Tropisch regenwoud,Basalt,1,0.11924193524533308
1672524000,D30,Aw,23.441250290783287,1011.2721376413037,13.884187237023786,6.980742150363728,91.4670335858382,64.40110075751458,3.2838115336074423,"(1, 1)",2,Woestijnen,Basalt,0,0.0
1678572000,D30,Aw,30.11811069493908,1019.3047456802382,16.03831942444212,204.5282911723557,102.38813418552687,97.1644025565806,7.69178611542817,"(10, 9)",4,Woestijnen,Basalt,1,0.35846722302231526
1684616400,D30,Aw,29.118612719337168,1023.143484510617,8.417793097964179,128.10940908714832,97.047326220314,81.141978660942,6.950227372960357,"(1, 1)",13,Woestijnen,Basalt,0,0.0
1690664400,D30,Aw,26.580056093884288,1017.4051345175644,17.935914371973485,69.38926903649059,102.84690424639027,98.54071273917077,3.234312459810468,"(8, 9)",13,Woestijnen,Basalt,0,0.0
1696712400,D30,Aw,20.281741461915193,1006.2608470074915,9.534189738264146,357.0834578924957,95.28444694836213,75.8533408450864,1.7006423291970267,"(2, 1)",3,Woestijnen,Basalt,0,0.0
1702764000,D30,Aw,22.97845254846477,1021.1683237414973,23.875453163920156,171.81193451212334,97.92889132492945,83.78667397478837,3.006036837626885,"(1, 1)",2,Woestijnen,Basalt,0,0.0
1672524000,D31,Aw,25.084109268134092,1010.0586178614839,10.101730966728166,45.92906904579146,95.1980277290838,75.5940831872514,5.7482219577631035,"(1, 1)",4,Woestijnen,Silt,1,0.5959307613308734
1678572000,D31,Aw,30.289747149639567,1005.9827947266548,14.888698737080244,264.4078639479005,95.91951481362895,77.75854444088687,6.780985701203637,"(1, 1)",1,Woestijnen,Silt,1,0.40445205051679023
1684616400,D31,Aw,27.239402921120984,1024.1651914270458,22.73007670179551,66.13496618060128,86.8507310876302,50.552193262890576,3.895194269925372,"(1, 1)",4,Woestijnen,Silt,0,0.0
1690664400,D31,Aw,26.546050733681682,1024.3459324761657,5.781016438049093,16.634840737713308,98.01477036662297,84.0443110998689,2.5501238921808707,"(2, 2)",9,Woestijnen,Silt,0,0.0
1696712400,D31,Aw,20.069785445645344,1022.9537367449486,13.703630286830444,278.9366430906091,94.9602240933331,74.88067227999929,3.9049865064926186,"(1, 4)",10,Woestijnen,Silt,0,0.0
1702764000,D31,Aw,22.361302514573005,1001.2067334910693,21.747194657483732,123.83343183740342,90.79600193264955,62.38800579794865,3.7461522498217006,"(1, 1)",1,Woestijnen,Silt,0,0.0
1672524000,D32,Dfc,-0.05582281711207493,1003.7006872965627,7.31874901544026,184.61597277682208,46.061131766058395,30.305658830291957,1.967532184066313,"(1, 2)",1,Woestijnen,Graniet,0,0.0
1678572000,D32,Dfc,10.350895224693136,1027.5028843965447,13.661330847396165,275.67949936050013,48.77660459558567,43.88302297792835,1.6632660552088414,"(1, 3)",1,Woestijnen,Graniet,0,0.0
1684616400,D32,Dfc,-9.222301458751936,1026.83906604866,6.498563876440365,94.55589501226049,48.71310877736316,43.56554388681582,0.23478130204044195,"(1, 1)",1,Woestijnen,Graniet,0,0.0
1690664400,D32,Dfc,-27.519807288462438,1027.5803607796427,9.908575695827754,326.78589074152126,43.267805630303904,16.339028151519535,0.5723468657869634,"(1, 1)",6,Woestijnen,Graniet,1,0.6036569721668898
1696712400,D32,Dfc,-41.17542108455893,1030.900673084869,5.509902406666836,1.2710349249418718,47.71043072053952,38.552153602697594,0.9092820190825829,"(1, 1)",1,Woestijnen,Graniet,0,0.0
1702764000,D32,Dfc,-25.998325834563136,1003.4512593503082,20.65802936363203,140.4411582939666,53.02456520835062,65.1228260417531,4.194055562430372,"(3, 2)",4,Woestijnen,Graniet,0,0.0
1672524000,D33,Aw,27.602019982357902,1011.6770804547144,22.624515568252825,79.31521478432978,90.38626538881398,61.15879616644196,6.081465420364458,"(1, 2)",1,Savanne,Veen,0,0.0
1678572000,D33,Aw,34.966729121253536,1008.6575733678202,24.80586408010038,351.0980601234211,96.47235403933205,79.41706211799614,7.652340265828763,"(9, 8)",2,Savanne,Veen,0,0.0
1684616400,D33,Aw,34.69707039370056,1021.6110634429999,14.696721455840835,111.5710768119296,98.94873711029805,86.84621133089415,1.0595184890661247,"(1, 2)",1,Savanne,Veen,0,0.0
1690664400,D33,Aw,23.33293464146493,1017.1591446138748,12.816699826887948,87.2625448975381,98.60388628895305,85.81165886685915,1.7414650540451173,"(2, 3)",1,Savanne,Veen,0,0.0
1696712400,D33,Aw,19.747140844054424,1024.6557384821024,20.73017873378165,42.58754279766579,88.07804877292445,54.23414631877333,5.258572196725397,"(1, 1)",11,Savanne,Veen,1,0.17079285064873403
1702764000,D33,Aw,31.40944391860172,1018.0969085181605,15.932993856289116,223.20954535796383,99.76365012915393,89.2909503874618,5.065583429023033,"(1, 1)",1,Savanne,Veen,0,0.0
1672524000,D34,Am,32.25040348623205,1019.1558003541558,13.92319381320127,184.08516479880495,92.27656278344175,66.82968835032523,3.2239432690575316,"(1, 1)",1,Heuvels,Veen,0,0.0
1678572000,D34,Am,30.267894593722247,1005.9809521671663,16.894060213934026,102.71266368451928,98.91321704675705,86.73965114027115,3.233372601706108,"(1, 1)",2,Heuvels,Veen,0,0.0
1684616400,D34,Am,35.84701623181472,1006.2305286171768,20.845249071548235,359.90789456469753,96.19436936341647,78.58310809024941,2.575699606846794,"(1, 1)",2,Heuvels,Veen,0,0.0
1690664400,D34,Am,21.920797034793026,1004.3990280804145,24.740446813451157,20.546039475452815,98.02219997282455,84.06659991847366,6.46233545549296,"(1, 1)",13,Heuvels,Veen,1,0.0103821274619537
1696712400,D34,Am,20.945575473546054,1008.6755111665794,8.006412705221258,194.90396804233887,91.70553437252056,65.11660311756168,4.03980608756339,"(2, 2)",8,Heuvels,Veen,0,0.0
1702764000,D34,Am,29.827400228939425,1002.0739765994934,13.836601143443843,112.0394763484302,87.9725634007302,53.91769020219059,0.5040736837626011,"(1, 4)",1,Heuvels,Veen,0,0.0
1672524000,D35,Aw,32.50434806471263,1008.0660552805113,12.724749460629699,32.98997331400952,95.20206815398095,75.60620446194282,7.173927232306892,"(3, 3)",2,Vlaktes,Veen,1,0.49101002157481205
1678572000,D35,Aw,33.43154588133153,1011.6383148330134,12.620897110375877,161.21783654724192,93.64288315238484,70.92864945715453,4.142906317369827,"(1, 1)",3,Vlaktes,Veen,0,0.0
1684616400,D35,Aw,29.861874752742917,1008.9763636889927,19.376608221588018,272.03144643552145,93.04412968190503,69.13238904571512,6.060737376527284,"(1, 1)",1,Vlaktes,Veen,0,0.0
1690664400,D35,Aw,27.745397921647957,1004.9475792355229,10.607375779118984,195.3686357400471,100.01841507451121,90.05524522353365,6.484950542518247,"(1, 1)",13,Vlaktes,Veen,0,0.0
1696712400,D35,Aw,18.108331502838364,1028.037315957577,11.781130989460527,323.4347854508079,99.62339134845213,88.8701740453564,4.495765139584366,"(1, 1)",9,Vlaktes,Veen,0,0.0
1702764000,D35,Aw,27.374335860346257,1002.7804989780007,18.294938842225626,304.2656223880844,87.62270647936568,52.86811943809701,2.7370871954235083,"(2, 2)",1,Vlaktes,Veen,0,0.0
1672524000,D36,Dfb,-7.5712825852072125,1011.6658264332207,9.432873842865238,232.91198055926594,52.72745226351963,63.63726131759816,0.3467704402215591,"(1, 1)",3,Savanne,Kalksteen,0,0.0
1678572000,D36,Dfb,15.031608177246902,1012.443944991719,13.568780018081782,173.23868628032795,48.42273003630051,42.11365018150252,1.0617910498123468,"(10, 8)",1,Savanne,Kalksteen,0,0.0
1684616400,D36,Dfb,-11.060126744385723,1019.2976083790767,7.983432225234404,79.03122580314535,45.43742475978962,27.18712379894811,1.2054887494701894,"(1, 1)",1,Savanne,Kalksteen,0,0.0
1690664400,D36,Dfb,-12.008066216686451,1028.4371643575041,13.848031713781907,70.16878525543429,49.306287537540484,46.53143768770242,0.913832642599961,"(1, 1)",4,Savanne,Kalksteen,0,0.0
1696712400,D36,Dfb,-25.71064818209879,1027.4776339104742,20.986532061768614,182.69786344122116,49.79478135678722,48.9739067839361,1.8808157983825264,"(1, 1)",4,Savanne,Kalksteen,0,0.0
1702764000,D36,Dfb,-16.98142471024523,1015.6933964550717,7.362813266913317,87.29979164470168,52.56759613957415,62.83798069787076,3.0561969760433736,"(1, 1)",13,Savanne,Kalksteen,0,0.0
1672524000,D37,Cfb,5.79931532952145,1015.4390454248793,13.352199599526225,253.91235682140498,77.65955724670397,70.63822898681585,7.35711763953254,"(1, 1)",2,Tropisch regenwoud,Kalksteen,0,0.0
1678572000,D37,Cfb,30.698734469860916,1006.7182764829032,18.967405634632904,132.20744653246234,72.97114834075522,51.88459336302086,3.779836334852854,"(3, 5)",2,Tropisch regenwoud,Kalksteen,1,0.24130377461468386
1684616400,D37,Cfb,27.138362471352682,1027.6153222499622,10.490272823774031,289.1456611145781,65.04046342089597,20.161853683583885,1.2573199971951028,"(1, 3)",8,Tropisch regenwoud,Kalksteen,1,0.5803890870490388
1690664400,D37,Cfb,-1.7460109797093946,1014.6429460343733,19.275416854875104,159.2107833930946,74.61375044757452,58.45500179029808,3.8376143020597633,"(1, 2)",1,Tropisch regenwoud,Kalksteen,0,0.0
1696712400,D37,Cfb,-11.65644322407034,1009.8004168295978,7.575887244743729,284.29003330389884,66.15672064187817,24.626882567512695,0.3963107677699839,"(1, 1)",1,Tropisch regenwoud,Kalksteen,1,0.6969645102102509
1702764000,D37,Cfb,12.88381368815331,1024.5195114567316,9.733343523483342,177.02052920770757,74.96636047540896,59.86544190163584,6.586246259118964,"(1, 1)",6,Tropisch regenwoud,Kalksteen,0,0.0
1672524000,D38,Aw,31.927592543838216,1017.7354562130554,22.641194568716166,165.66916376997287,94.81603140654461,74.44809421963384,1.1565776845768436,"(1, 2)",2,Moerassen,Kalksteen,1,0.09435221725135336
1678572000,D38,Aw,34.513245089867766,1004.4361868382739,24.34807655540022,76.12865170744303,97.39617075893645,82.18851227680933,7.608936514902821,"(1, 2)",1,Moerassen,Kalksteen,0,0.0
1684616400,D38,Aw,35.21667031473141,1016.215702195482,9.861011802407148,166.14977615545078,88.13002431990422,54.39007295971267,4.733104914535509,"(5, 4)",1,Moerassen,Kalksteen,0,0.0
1690664400,D38,Aw,30.24201017151888,1020.2783008966226,13.82285455288992,13.058433104678295,96.03478303260182,78.10434909780545,4.142053011097715,"(1, 1)",1,Moerassen,Kalksteen,0,0.0
1696712400,D38,Aw,21.679298079479977,1017.1182484958186,22.391708066380914,93.05596973300165,96.70900725187411,80.12702175562234,7.953695984839289,"(6, 6)",7,Moerassen,Kalksteen,1,0.10433167734476342
1702764000,D38,Aw,26.99837113578559,1018.7413269608782,17.282392539272074,247.11502812182138,89.24250766518163,57.727522995544916,0.9446704312332717,"(1, 1)",1,Moerassen,Kalksteen,0,0.0
1672524000,D39,Dfb,-17.335174331478996,1014.4584189649131,14.644412187929339,340.93063243816346,51.82319221561841,59.11596107809206,1.5955265185117202,"(1, 1)",2,Bergen,Graniet,0,0.0
1678572000,D39,Dfb,-3.611065184738578,1002.4113427415554,24.248677164704198,234.2733785444051,47.03827077614675,35.19135388073376,0.8040181544215351,"(1, 1)",1,Bergen,Graniet,0,0.0
1684616400,D39,Dfb,1.3281862479239663,1002.1502029152117,21.714534963461567,303.0465945198985,42.2981046989881,11.49052349494048,0.2467978056663967,"(10, 10)",13,Bergen,Graniet,0,0.0
1690664400,D39,Dfb,-30.132694370795186,1013.7181568847809,18.73423303081856,55.27603243004726,52.10035705004472,60.50178525022363,0.23396441792367845,"(1, 1)",1,Bergen,Graniet,0,0.0
1696712400,D39,Dfb,-44.52064972305001,1021.4013372648806,24.811049431805024,330.308292981743,48.060860126754584,40.30430063377291,0.6653995246419379,"(1, 2)",1,Bergen,Graniet,0,0.0
1702764000,D39,Dfb,-16.647682172373067,1003.5565253603277,6.899269038934994,231.06490135174604,46.39125057388355,31.956252869417778,2.2307762105005446,"(8, 9)",1,Bergen,Graniet,1,0.7240292384426001
1672524000,D40,Am,26.329915556246608,1002.4928827199011,11.084245612465093,142.39417923769176,99.09770845555192,87.29312536665577,5.720297104128029,"(1, 2)",1,Steppes,Silt,0,0.0
1678572000,D40,Am,34.31797739720301,999.780753543976,17.259014008192807,110.68017683971846,98.48137475112199,85.44412425336597,0.2989718420829086,"(2, 2)",1,Steppes,Silt,0,0.0
1684616400,D40,Am,33.0102602977486,998.3884375542495,23.839643384581418,176.66625558564087,96.74788820614414,80.2436646184324,7.759612144663918,"(3, 1)",11,Steppes,Silt,0,0.0
1690664400,D40,Am,24.152696873824283,1024.643905725824,19.7908410273632,29.320809332846615,87.03509138364379,51.10527415093134,0.6622377422927479,"(1, 1)",2,Steppes,Silt,0,0.0
1696712400,D40,Am,24.067113798894894,1027.2708688823916,19.566403594965664,229.4684202890566,91.5291909649285,64.58757289478551,5.190904004564258,"(2, 1)",7,Steppes,Silt,0,0.0
1702764000,D40,Am,29.283427426642326,1003.197385632363,24.96849506981265,327.81829386487954,89.57103452782331,58.71310358346992,2.4030702022528625,"(1, 1)",13,Steppes,Silt,0,0.0
1672524000,D41,ET,-4.475924820462508,1021.1170291249326,20.72972149794031,46.06318289459456,48.0347208953103,40.17360447655152,2.4736223432008617,"(1, 1)",1,Heuvels,Kalksteen,0,0.0
1678572000,D41,ET,11.570840728425853,1014.5575159513639,24.895837955331594,314.4629487846486,49.476467044590215,47.38233522295108,1.1836414051993158,"(1, 1)",1,Heuvels,Kalksteen,0,0.0
1684616400,D41,ET,5.20163286905996,999.8220443860707,6.119215796490192,16.78639179341085,43.49507077580351,17.47535387901758,1.066913825185596,"(1, 1)",1,Heuvels,Kalksteen,0,0.0
1690664400,D41,ET,-19.214211669892766,1021.5961220549136,9.23134057969504,231.86020539385197,45.276454800468805,26.382274002344015,2.0239354175555238,"(2, 1)",2,Heuvels,Kalksteen,0,0.0
1696712400,D41,ET,-34.66506337295338,1002.996946021737,23.667617185995773,214.94863674710982,42.42348060871087,12.117403043554324,0.6690582874005947,"(1, 1)",13,Heuvels,Kalksteen,1,0.05329531256016907
1702764000,D41,ET,-16.29226692536635,1006.5889141923153,22.6451093137092,218.16800330553338,44.64965206542637,23.24826032713186,1.7806019677941813,"(1, 1)",1,Heuvels,Kalksteen,1,0.09419562745163206
1672524000,D42,ET,-14.15014020392391,1014.9827880476236,10.795022812852725,335.6670327548405,46.931678558208056,34.658392791040264,2.048926092244727,"(3, 1)",11,Bergen,Klei,0,0.0
1678572000,D42,ET,-4.326699505477208,1013.8473534619986,17.78246785463537,141.00206462582037,43.49392875867367,17.469643793368334,1.1825162837575596,"(1, 1)",1,Bergen,Klei,0,0.0
1684616400,D42,ET,-10.377115881954223,1018.2061265936924,16.98126841265306,163.240699719694,42.182662074705824,10.91331037352913,0.843355204699728,"(1, 1)",2,Bergen,Klei,0,0.0
1690664400,D42,ET,-14.335934098220068,1016.4728311618732,21.36335690423131,20.235952961396425,53.410179275833926,67.05089637916961,0.43217111914903633,"(1, 1)",3,Bergen,Klei,0,0.0
1696712400,D42,ET,-27.889971696917456,1005.7730213224859,11.178850705734195,350.4840889515358,52.485505438860045,62.42752719430024,3.367669122229893,"(1, 1)",1,Bergen,Klei,0,0.0
1702764000,D42,ET,-19.455195520789193,1022.137280097069,5.8872212624537585,17.60843836855926,46.8959929492906,34.47996474645302,0.17698592358859913,"(4, 3)",1,Bergen,Klei,1,0.7645111495018497
1672524000,D43,Af,28.669024567777072,1017.8460473419576,7.326008331183191,48.841137207794546,97.57653594497995,82.72960783493984,4.87391071901493,"(7, 5)",1,Steppes,Kalksteen,0,0.0
1678572000,D43,Af,30.76443433021253,1020.1039369001824,21.59505222108003,201.1176238455361,95.32121800415743,75.96365401247229,3.589142922218362,"(3, 1)",1,Steppes,Kalksteen,0,0.0
1684616400,D43,Af,28.956160665822722,1020.8808411771191,17.302199497644857,272.0954799109799,101.03326223006319,93.09978669018955,2.323999137928205,"(2, 3)",1,Steppes,Kalksteen,0,0.0
1690664400,D43,Af,27.977436854394934,1008.2207023304836,17.332668389377034,95.10609855539064,95.9265154841087,77.77954645232613,2.0102011912219044,"(1, 2)",1,Steppes,Kalksteen,0,0.0
1696712400,D43,Af,18.18039582022331,1012.7094331015654,7.2661048505624155,114.04311037668883,98.87801124640932,86.63403373922793,2.024879226746465,"(1, 1)",1,Steppes,Kalksteen,0,0.0
1702764000,D43,Af,23.288272665250012,1028.5532800030728,12.084025943750499,90.16372141524513,93.86229341329069,71.58688023987206,2.8583806689914684,"(8, 7)",1,Steppes,Kalksteen,0,0.0
1672524000,D44,Dfc,-5.82744152226673,1011.0793660184779,21.25024236310773,317.9639109001562,53.01926366477601,65.09631832388007,1.6901903238583371,"(10, 6)",1,Bergen,Kalksteen,0,0.0
1678572000,D44,Dfc,18.432237415023497,1006.2570518964466,21.522311961124107,129.7461484757236,53.37137421341643,66.85687106708215,1.5901890215312793,"(1, 1)",1,Bergen,Kalksteen,0,0.0
1684616400,D44,Dfc,-4.716015622433325,1006.9147565797249,14.461676858225312,302.56578679181035,44.46595879924859,22.32979399624294,0.4420283327481967,"(1, 3)",7,Bergen,Kalksteen,0,0.0
1690664400,D44,Dfc,-13.82024716643047,1024.045495076762,18.80684860464865,185.0195931472455,43.86776599423697,19.33882997118485,0.5030509974808274,"(6, 6)",1,Bergen,Kalksteen,1,0.24772605581405402
1696712400,D44,Dfc,-24.864222014129712,1007.6877133837611,22.479925510150405,174.83882592733033,48.14295554523377,40.71477772616884,0.6902939958644739,"(1, 1)",1,Bergen,Kalksteen,0,0.0
1702764000,D44,Dfc,-16.75534190360078,1015.3636690932648,7.982144674930649,326.29156874614256,45.20358115334077,26.017905766703848,0.611877913479783,"(1, 1)",1,Bergen,Kalksteen,1,0.6807142130027741
1672524000,D45,Csb,16.800997710831602,999.6279046937962,14.80394521418497,148.86275698501458,69.87662072204886,39.506482888195436,0.5115604447871446,"(1, 1)",2,Savanne,Zand,0,0.0
1678572000,D45,Csb,30.779360331913487,1021.7194845935808,5.981763763909715,119.84729015597198,77.67532515883636,70.7013006353454,5.489135108922567,"(1, 3)",8,Savanne,Zand,1,0.7607294494436114
1684616400,D45,Csb,26.699059694149756,1024.6760012315283,20.648194017504338,76.95722166040683,65.12649417386395,20.505976695455775,1.7324911568610548,"(10, 8)",1,Savanne,Zand,0,0.0
1690664400,D45,Csb,4.55340022334392,1016.2567934017833,16.66823830625674,272.3812540432954,73.87272191929542,55.49088767718167,4.083202743865296,"(1, 1)",3,Savanne,Zand,0,0.0
1696712400,D45,Csb,-11.740183595367894,1008.0112776960948,18.598041614915076,313.06801863744994,76.08438981193112,64.33755924772449,7.047132619877831,"(1, 2)",1,Savanne,Zand,1,0.256078335403397
1702764000,D45,Csb,15.402067649629167,1008.6330202495171,23.818659948440267,286.75731589417273,71.39422351318768,45.57689405275072,4.26393671692103,"(1, 1)",1,Savanne,Zand,0,0.0
1672524000,D46,Csb,15.538123236651531,1009.0764174034458,22.246837104636377,357.87753445876854,71.25627591816388,45.025103672655504,2.3654392533925153,"(2, 1)",1,Heuvels,Graniet,0,0.0
1678572000,D46,Csb,15.93397747741507,1028.6027905137446,11.63888316654594,127.10376898483139,77.9969920292153,71.98796811686123,8.678983452810924,"(3, 2)",2,Heuvels,Graniet,0,0.0
1684616400,D46,Csb,15.264824243561383,1018.6567544405042,21.5473140618372,46.212344198687816,78.31931398596615,73.27725594386459,6.383037212024309,"(1, 1)",1,Heuvels,Graniet,1,0.13810743752651206
1690664400,D46,Csb,-4.229161740717749,1015.9950701825824,8.985652291364975,307.04881359557396,74.27485428219632,57.099417128785234,0.31999941786652003,"(1, 3)",3,Heuvels,Graniet,0,0.0
1696712400,D46,Csb,3.4732004713127225,1005.5092337841611,17.346592907999145,322.05326668357935,72.11164476873999,48.446579074959985,2.759314625330926,"(1, 4)",1,Heuvels,Graniet,0,0.0
1702764000,D46,Csb,11.631575103428819,1008.9681407243936,22.937074335730856,40.20599093216073,65.7697164578006,23.078865831202407,2.0374263965448067,"(7, 6)",1,Heuvels,Graniet,0,0.0
